com.samsung.shealth.cycle.daily_temperature,6293007,4
custom,discard_type,temperature_delta,update_time,create_time,temperature,extract_algo,deviceuuid,pkg_name,datauuid,day_time,excluded
fc160b62-65ef-4a17-8f4b-2956f32077e5.custom.json,,0.13,2025-03-09 12:28:25.145,2024-10-22 11:55:17.951,36.41,100,J+ZRiIffUm,com.sec.android.app.shealth,fc160b62-65ef-4a17-8f4b-2956f32077e5,2024-10-22 00:00:00.000,,
6d9453bf-eeab-4afd-9cb8-4b31d94ad6b6.custom.json,,0.28,2025-03-09 12:28:25.176,2024-10-23 12:06:43.646,36.56,100,J+ZRiIffUm,com.sec.android.app.shealth,6d9453bf-eeab-4afd-9cb8-4b31d94ad6b6,2024-10-23 00:00:00.000,,
f45630c5-595f-4521-bba1-6dd131908ba6.custom.json,,0.19,2025-03-09 12:28:25.205,2024-10-24 18:09:17.377,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,f45630c5-595f-4521-bba1-6dd131908ba6,2024-10-24 00:00:00.000,,
6754485c-4d6a-499d-a2b5-63363aab34fe.custom.json,,0.29,2024-10-25 11:52:32.087,2024-10-25 11:52:32.087,36.56,100,J+ZRiIffUm,com.sec.android.app.shealth,6754485c-4d6a-499d-a2b5-63363aab34fe,2024-10-25 00:00:00.000,,
e71258f2-6d46-4243-8b02-fd328c4cf052.custom.json,,0.29,2025-03-09 12:28:25.233,2024-10-25 11:52:32.614,36.56,100,J+ZRiIffUm,com.sec.android.app.shealth,e71258f2-6d46-4243-8b02-fd328c4cf052,2024-10-25 00:00:00.000,,
5b4bb250-8c0d-46a7-a115-371c1de7b7a9.custom.json,,0.04,2025-03-09 12:28:25.261,2024-10-26 13:53:35.880,36.31,100,J+ZRiIffUm,com.sec.android.app.shealth,5b4bb250-8c0d-46a7-a115-371c1de7b7a9,2024-10-26 00:00:00.000,,
a75fec4e-71e7-420c-8282-79a417b8e6a1.custom.json,,0.1,2025-03-09 12:28:25.288,2024-10-27 15:48:32.124,36.37,100,J+ZRiIffUm,com.sec.android.app.shealth,a75fec4e-71e7-420c-8282-79a417b8e6a1,2024-10-27 00:00:00.000,,
c3d31a84-6da9-49a7-ae4d-fe01baca44cc.custom.json,,-0.2,2025-03-09 12:28:25.321,2024-10-28 17:50:01.928,36.06,100,J+ZRiIffUm,com.sec.android.app.shealth,c3d31a84-6da9-49a7-ae4d-fe01baca44cc,2024-10-28 00:00:00.000,,
cdfe33a8-afce-484a-8c50-90714db22f32.custom.json,,-0.07,2025-03-09 12:28:25.352,2024-10-29 11:58:03.549,36.18,100,J+ZRiIffUm,com.sec.android.app.shealth,cdfe33a8-afce-484a-8c50-90714db22f32,2024-10-29 00:00:00.000,,
98b415c3-f56f-4762-b282-5cc32c06d14a.custom.json,,-0.35,2025-03-09 12:28:25.390,2024-10-30 14:55:01.024,35.89,100,J+ZRiIffUm,com.sec.android.app.shealth,98b415c3-f56f-4762-b282-5cc32c06d14a,2024-10-30 00:00:00.000,,
20c582f6-4045-4a2b-92ff-1652a9d85fca.custom.json,,-0.15,2025-03-09 12:28:25.426,2024-10-31 16:15:38.236,36.09,100,J+ZRiIffUm,com.sec.android.app.shealth,20c582f6-4045-4a2b-92ff-1652a9d85fca,2024-10-31 00:00:00.000,,
f907fffa-7879-4c56-af24-d45dbd8fb26a.custom.json,,-0.21,2025-03-09 12:28:25.456,2024-11-01 14:28:25.702,36.03,100,J+ZRiIffUm,com.sec.android.app.shealth,f907fffa-7879-4c56-af24-d45dbd8fb26a,2024-11-01 00:00:00.000,,
58a8ce6a-a581-46d7-b9c2-f5774309480d.custom.json,,-0.13,2025-03-09 12:28:25.482,2024-11-02 13:56:10.142,36.11,100,J+ZRiIffUm,com.sec.android.app.shealth,58a8ce6a-a581-46d7-b9c2-f5774309480d,2024-11-02 00:00:00.000,,
a2448d17-7a05-496c-9d3e-653db5865c85.custom.json,,-0.06,2025-03-09 12:28:25.511,2024-11-03 13:59:04.572,36.18,100,J+ZRiIffUm,com.sec.android.app.shealth,a2448d17-7a05-496c-9d3e-653db5865c85,2024-11-03 00:00:00.000,,
392fb66f-a716-432d-bef4-fe968a17c27f.custom.json,,0.0,2025-03-09 12:28:25.554,2024-11-04 15:29:02.139,36.25,100,J+ZRiIffUm,com.sec.android.app.shealth,392fb66f-a716-432d-bef4-fe968a17c27f,2024-11-04 00:00:00.000,,
64513589-2e0b-4ed9-9d55-f239f6022a06.custom.json,,0.21,2025-03-09 12:28:25.593,2024-11-05 15:13:02.847,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,64513589-2e0b-4ed9-9d55-f239f6022a06,2024-11-05 00:00:00.000,,
4eb6e750-4c29-4c71-8eff-4dddf1ce22a2.custom.json,,0.2,2025-03-09 12:28:25.616,2024-11-06 15:07:34.930,36.45,100,J+ZRiIffUm,com.sec.android.app.shealth,4eb6e750-4c29-4c71-8eff-4dddf1ce22a2,2024-11-06 00:00:00.000,,
1087746b-88b4-44b8-ae19-2daad9fff8be.custom.json,,0.18,2025-03-09 12:28:25.632,2024-11-07 13:02:20.018,36.43,100,J+ZRiIffUm,com.sec.android.app.shealth,1087746b-88b4-44b8-ae19-2daad9fff8be,2024-11-07 00:00:00.000,,
cfb437d8-795d-421b-ba80-2b723cdfe1aa.custom.json,,0.68,2025-03-09 12:28:25.675,2024-11-08 09:53:25.972,36.93,100,J+ZRiIffUm,com.sec.android.app.shealth,cfb437d8-795d-421b-ba80-2b723cdfe1aa,2024-11-08 00:00:00.000,,
05c5056f-da6d-4427-81f7-8fd1cd1945ef.custom.json,,0.62,2025-03-09 12:28:25.695,2024-11-09 16:29:36.753,36.88,100,J+ZRiIffUm,com.sec.android.app.shealth,05c5056f-da6d-4427-81f7-8fd1cd1945ef,2024-11-09 00:00:00.000,,
1cd4a701-0d58-43c4-b970-22e95b406721.custom.json,,0.51,2025-03-09 12:28:25.775,2024-11-11 02:28:59.547,36.78,100,J+ZRiIffUm,com.sec.android.app.shealth,1cd4a701-0d58-43c4-b970-22e95b406721,2024-11-10 00:00:00.000,,
52c66103-b8bf-4537-a51a-74b91f6cb087.custom.json,,-0.2,2025-03-09 12:28:25.810,2024-11-11 14:44:10.402,36.08,100,J+ZRiIffUm,com.sec.android.app.shealth,52c66103-b8bf-4537-a51a-74b91f6cb087,2024-11-11 00:00:00.000,,
a4cf73fe-e27f-4d8c-a46e-9e6942878567.custom.json,,-0.28,2025-03-09 12:28:25.831,2024-11-12 13:06:27.882,36.0,100,J+ZRiIffUm,com.sec.android.app.shealth,a4cf73fe-e27f-4d8c-a46e-9e6942878567,2024-11-12 00:00:00.000,,
2a2b7048-804a-41e7-95ef-881951096ca5.custom.json,,-0.44,2025-03-09 12:28:25.850,2024-11-13 16:58:13.212,35.83,100,J+ZRiIffUm,com.sec.android.app.shealth,2a2b7048-804a-41e7-95ef-881951096ca5,2024-11-13 00:00:00.000,,
d9be1e4d-8dbf-470a-affa-77dcdebcf936.custom.json,,-0.31,2025-03-09 12:28:25.877,2024-11-14 12:25:21.185,35.96,100,J+ZRiIffUm,com.sec.android.app.shealth,d9be1e4d-8dbf-470a-affa-77dcdebcf936,2024-11-14 00:00:00.000,,
7373984a-a8f2-44d5-9390-a1e378e14ce6.custom.json,,-0.22,2025-03-09 12:28:25.906,2024-11-15 16:17:07.519,36.04,100,J+ZRiIffUm,com.sec.android.app.shealth,7373984a-a8f2-44d5-9390-a1e378e14ce6,2024-11-15 00:00:00.000,,
87731823-8a94-4d56-842d-8fb5f67dbbe5.custom.json,,0.02,2025-03-09 12:28:25.935,2024-11-16 13:39:12.912,36.28,100,J+ZRiIffUm,com.sec.android.app.shealth,87731823-8a94-4d56-842d-8fb5f67dbbe5,2024-11-16 00:00:00.000,,
49c4670e-7e4c-471e-bc5e-fcdc7b448c16.custom.json,,0.15,2025-03-09 12:28:25.963,2024-11-17 15:09:49.293,36.41,100,J+ZRiIffUm,com.sec.android.app.shealth,49c4670e-7e4c-471e-bc5e-fcdc7b448c16,2024-11-17 00:00:00.000,,
e7f93f73-4d7f-458b-9f73-03316ec490cb.custom.json,,0.17,2025-03-09 12:28:25.980,2024-11-18 15:40:18.837,36.43,100,J+ZRiIffUm,com.sec.android.app.shealth,e7f93f73-4d7f-458b-9f73-03316ec490cb,2024-11-18 00:00:00.000,,
06087354-005b-4620-9bc3-f26682f417b9.custom.json,,0.4,2025-03-09 12:28:25.999,2024-11-19 13:53:27.111,36.66,100,J+ZRiIffUm,com.sec.android.app.shealth,06087354-005b-4620-9bc3-f26682f417b9,2024-11-19 00:00:00.000,,
495354b6-5425-40a2-96a8-ad7c98909d81.custom.json,,0.34,2025-03-09 12:28:26.021,2024-11-20 15:24:30.460,36.61,100,J+ZRiIffUm,com.sec.android.app.shealth,495354b6-5425-40a2-96a8-ad7c98909d81,2024-11-20 00:00:00.000,,
ea3c8286-2657-445d-93a5-313e42afab04.custom.json,,0.41,2025-03-09 12:28:26.045,2024-11-21 13:03:52.439,36.68,100,J+ZRiIffUm,com.sec.android.app.shealth,ea3c8286-2657-445d-93a5-313e42afab04,2024-11-21 00:00:00.000,,
75acc466-969e-48d7-afcc-5c68014545e9.custom.json,,0.4,2025-03-09 12:28:26.076,2024-11-22 19:13:08.656,36.68,100,J+ZRiIffUm,com.sec.android.app.shealth,75acc466-969e-48d7-afcc-5c68014545e9,2024-11-22 00:00:00.000,,
e14cd663-4c14-4e49-ac49-356ff265ea48.custom.json,,0.6,2025-03-09 12:28:26.095,2024-11-23 15:50:23.040,36.88,100,J+ZRiIffUm,com.sec.android.app.shealth,e14cd663-4c14-4e49-ac49-356ff265ea48,2024-11-23 00:00:00.000,,
7d14e7b0-bd61-4bfb-af1e-821bb06c95dd.custom.json,,0.74,2025-03-09 12:28:26.118,2024-11-24 18:35:11.216,37.02,100,J+ZRiIffUm,com.sec.android.app.shealth,7d14e7b0-bd61-4bfb-af1e-821bb06c95dd,2024-11-24 00:00:00.000,,
ed7a60b2-e55a-44b2-814b-a763c3bd1cfa.custom.json,,0.59,2025-03-09 12:28:26.140,2024-11-25 15:28:14.063,36.88,100,J+ZRiIffUm,com.sec.android.app.shealth,ed7a60b2-e55a-44b2-814b-a763c3bd1cfa,2024-11-25 00:00:00.000,,
133f9368-183e-4093-8908-c071292ad1b7.custom.json,,0.16,2025-03-09 12:28:26.159,2024-11-26 13:21:33.859,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,133f9368-183e-4093-8908-c071292ad1b7,2024-11-26 00:00:00.000,,
6ef3ec31-7f01-43fd-9cca-f4a60da8acfb.custom.json,,-0.21,2025-03-09 12:28:26.186,2024-11-27 11:32:18.735,36.09,100,J+ZRiIffUm,com.sec.android.app.shealth,6ef3ec31-7f01-43fd-9cca-f4a60da8acfb,2024-11-27 00:00:00.000,,
c49dae6e-b9c4-4e37-af24-3b00b0f15b5b.custom.json,,-0.13,2025-03-09 12:28:26.210,2024-11-28 16:43:08.732,36.16,100,J+ZRiIffUm,com.sec.android.app.shealth,c49dae6e-b9c4-4e37-af24-3b00b0f15b5b,2024-11-28 00:00:00.000,,
886f586e-03a7-47fd-be17-1e47acfa0249.custom.json,,0.11,2025-03-09 12:28:26.230,2024-11-29 12:40:08.800,36.4,100,J+ZRiIffUm,com.sec.android.app.shealth,886f586e-03a7-47fd-be17-1e47acfa0249,2024-11-29 00:00:00.000,,
bd39f17a-7421-4818-9ee4-d64f31d4d2a7.custom.json,,0.17,2025-03-09 12:28:26.268,2024-11-30 16:30:51.206,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,bd39f17a-7421-4818-9ee4-d64f31d4d2a7,2024-11-30 00:00:00.000,,
96c9cab8-8efb-473b-9ab2-98cf4149a220.custom.json,,0.0,2025-03-09 12:28:26.283,2024-12-01 14:58:14.954,36.29,100,J+ZRiIffUm,com.sec.android.app.shealth,96c9cab8-8efb-473b-9ab2-98cf4149a220,2024-12-01 00:00:00.000,,
e8f75253-543b-4650-a8a7-95b388e05940.custom.json,,0.02,2025-03-09 12:28:26.308,2024-12-02 13:31:22.397,36.32,100,J+ZRiIffUm,com.sec.android.app.shealth,e8f75253-543b-4650-a8a7-95b388e05940,2024-12-02 00:00:00.000,,
00fa41d4-c649-483f-ad91-c25710741e4f.custom.json,,0.09,2025-03-09 12:28:26.335,2024-12-03 14:06:42.087,36.39,100,J+ZRiIffUm,com.sec.android.app.shealth,00fa41d4-c649-483f-ad91-c25710741e4f,2024-12-03 00:00:00.000,,
ae263066-8a87-4193-810f-bde6267351d6.custom.json,,0.16,2025-03-09 12:28:26.362,2024-12-04 14:39:28.329,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,ae263066-8a87-4193-810f-bde6267351d6,2024-12-04 00:00:00.000,,
b33bc3ae-0d03-465e-8e82-c922b71930ea.custom.json,[2],0.0,2024-12-05 14:57:27.006,2024-12-05 14:57:27.006,-1.0,,J+ZRiIffUm,com.sec.android.app.shealth,b33bc3ae-0d03-465e-8e82-c922b71930ea,2024-12-05 00:00:00.000,,
a5c0c810-2ce2-428d-aa09-c4cba7ccfc21.custom.json,,-0.32,2025-03-09 12:28:26.389,2024-12-06 13:49:16.543,35.99,100,J+ZRiIffUm,com.sec.android.app.shealth,a5c0c810-2ce2-428d-aa09-c4cba7ccfc21,2024-12-06 00:00:00.000,,
a94cd8e8-eac0-4b3e-9c4c-0b938c89648e.custom.json,,-0.34,2025-03-09 12:28:26.414,2024-12-07 15:03:21.644,35.97,100,J+ZRiIffUm,com.sec.android.app.shealth,a94cd8e8-eac0-4b3e-9c4c-0b938c89648e,2024-12-07 00:00:00.000,,
0252c979-fc6b-4474-87f7-7331134fcabe.custom.json,[2],0.0,2024-12-08 13:29:52.774,2024-12-08 13:29:52.774,-1.0,,J+ZRiIffUm,com.sec.android.app.shealth,0252c979-fc6b-4474-87f7-7331134fcabe,2024-12-08 00:00:00.000,,
53246854-8f2a-4969-aa53-8002f2749c62.custom.json,,-0.08,2025-03-09 12:28:26.445,2024-12-09 14:33:26.225,36.23,100,J+ZRiIffUm,com.sec.android.app.shealth,53246854-8f2a-4969-aa53-8002f2749c62,2024-12-09 00:00:00.000,,
52a87553-e539-4359-b804-2eee11d84c21.custom.json,,-0.22,2025-03-09 12:28:26.476,2024-12-10 13:02:09.776,36.09,100,J+ZRiIffUm,com.sec.android.app.shealth,52a87553-e539-4359-b804-2eee11d84c21,2024-12-10 00:00:00.000,,
5ae961af-8480-434e-917f-6dd43d619714.custom.json,,-0.27,2025-03-09 12:28:26.503,2024-12-11 15:21:50.144,36.04,100,J+ZRiIffUm,com.sec.android.app.shealth,5ae961af-8480-434e-917f-6dd43d619714,2024-12-11 00:00:00.000,,
654c5eb0-0825-461f-abce-2dc6d936afd6.custom.json,,-0.4,2025-03-09 12:28:26.535,2024-12-12 13:00:44.778,35.91,100,J+ZRiIffUm,com.sec.android.app.shealth,654c5eb0-0825-461f-abce-2dc6d936afd6,2024-12-12 00:00:00.000,,
17d2e501-40d5-41c1-8d68-4f8b69b6e325.custom.json,,-0.47,2025-03-09 12:28:26.555,2024-12-13 17:39:11.820,35.84,100,J+ZRiIffUm,com.sec.android.app.shealth,17d2e501-40d5-41c1-8d68-4f8b69b6e325,2024-12-13 00:00:00.000,,
ba9cf972-537d-4d40-8396-aeab51048365.custom.json,,-0.31,2025-03-09 12:28:26.586,2024-12-14 16:35:05.056,36.0,100,J+ZRiIffUm,com.sec.android.app.shealth,ba9cf972-537d-4d40-8396-aeab51048365,2024-12-14 00:00:00.000,,
4cdbd0c4-2fe2-4437-b9d1-36870dcc03df.custom.json,,-0.01,2025-03-09 12:28:26.624,2024-12-15 15:23:52.941,36.3,100,J+ZRiIffUm,com.sec.android.app.shealth,4cdbd0c4-2fe2-4437-b9d1-36870dcc03df,2024-12-15 00:00:00.000,,
54aca604-4b0b-4f87-b0e5-d54fb44692ee.custom.json,,0.24,2025-03-09 12:28:26.641,2024-12-16 15:07:47.450,36.55,100,J+ZRiIffUm,com.sec.android.app.shealth,54aca604-4b0b-4f87-b0e5-d54fb44692ee,2024-12-16 00:00:00.000,,
1b62c527-7a86-4fe2-93ca-957d6092f185.custom.json,[2],0.0,2024-12-17 16:18:12.771,2024-12-17 16:18:12.771,-1.0,,J+ZRiIffUm,com.sec.android.app.shealth,1b62c527-7a86-4fe2-93ca-957d6092f185,2024-12-17 00:00:00.000,,
91683cc6-dfb9-4d60-aeb9-839d5d18b065.custom.json,[2],0.0,2024-12-17 16:18:13.996,2024-12-17 16:18:13.996,-1.0,,J+ZRiIffUm,com.sec.android.app.shealth,91683cc6-dfb9-4d60-aeb9-839d5d18b065,2024-12-17 00:00:00.000,,
1e09c313-a493-4de5-9507-61481dd90a14.custom.json,,0.26,2025-03-09 12:28:26.661,2024-12-18 15:23:25.905,36.58,100,J+ZRiIffUm,com.sec.android.app.shealth,1e09c313-a493-4de5-9507-61481dd90a14,2024-12-18 00:00:00.000,,
920f8753-0f84-4db3-8512-2d008b299a10.custom.json,,0.02,2025-03-09 12:28:26.687,2024-12-19 15:41:04.786,36.34,100,J+ZRiIffUm,com.sec.android.app.shealth,920f8753-0f84-4db3-8512-2d008b299a10,2024-12-19 00:00:00.000,,
4e83bbc3-9227-4e03-95a5-9f134d7c3b86.custom.json,,0.14,2025-03-09 12:28:26.712,2024-12-20 18:36:08.650,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,4e83bbc3-9227-4e03-95a5-9f134d7c3b86,2024-12-20 00:00:00.000,,
930e4d19-d195-44f1-864d-611917614446.custom.json,,0.21,2025-03-09 12:28:26.733,2024-12-21 14:26:19.599,36.53,100,J+ZRiIffUm,com.sec.android.app.shealth,930e4d19-d195-44f1-864d-611917614446,2024-12-21 00:00:00.000,,
f5d1a005-6d23-427c-b4e0-9019d1f22de0.custom.json,,0.27,2025-03-09 12:28:26.751,2024-12-22 15:31:27.645,36.59,100,J+ZRiIffUm,com.sec.android.app.shealth,f5d1a005-6d23-427c-b4e0-9019d1f22de0,2024-12-22 00:00:00.000,,
24b13c4d-cadf-4ff1-bc43-2005686cd97f.custom.json,,0.39,2025-03-09 12:28:26.769,2024-12-23 17:59:07.084,36.71,100,J+ZRiIffUm,com.sec.android.app.shealth,24b13c4d-cadf-4ff1-bc43-2005686cd97f,2024-12-23 00:00:00.000,,
a3be0796-3388-4276-8403-3683223c7bdb.custom.json,,0.3,2025-03-09 12:28:26.787,2024-12-24 19:14:05.590,36.61,100,J+ZRiIffUm,com.sec.android.app.shealth,a3be0796-3388-4276-8403-3683223c7bdb,2024-12-24 00:00:00.000,,
bf16c002-90eb-49d0-9782-faa37a5d305a.custom.json,,0.26,2025-03-09 12:28:26.805,2024-12-26 02:30:41.587,36.57,100,J+ZRiIffUm,com.sec.android.app.shealth,bf16c002-90eb-49d0-9782-faa37a5d305a,2024-12-25 00:00:00.000,,
c37cf8cc-3a61-4c33-abca-2b1c6fd338af.custom.json,,0.21,2025-03-09 12:28:26.821,2024-12-26 17:08:51.556,36.53,100,J+ZRiIffUm,com.sec.android.app.shealth,c37cf8cc-3a61-4c33-abca-2b1c6fd338af,2024-12-26 00:00:00.000,,
36716bfb-567a-4bdd-b8ed-e23d947a1cfe.custom.json,,0.47,2025-03-09 12:28:26.840,2024-12-27 16:28:22.196,36.79,100,J+ZRiIffUm,com.sec.android.app.shealth,36716bfb-567a-4bdd-b8ed-e23d947a1cfe,2024-12-27 00:00:00.000,,
7001999b-d9b7-4819-a68f-bd8dcab18e1e.custom.json,,0.54,2025-03-09 12:28:26.859,2024-12-28 17:41:48.723,36.86,100,J+ZRiIffUm,com.sec.android.app.shealth,7001999b-d9b7-4819-a68f-bd8dcab18e1e,2024-12-28 00:00:00.000,,
3e10c9ee-dcf9-4301-9ea9-03c0f776b850.custom.json,,0.23,2025-03-09 12:28:26.880,2024-12-29 16:20:29.952,36.56,100,J+ZRiIffUm,com.sec.android.app.shealth,3e10c9ee-dcf9-4301-9ea9-03c0f776b850,2024-12-29 00:00:00.000,,
5864361a-8dba-4eff-81b9-a0f8a574de35.custom.json,,-0.08,2025-03-09 12:28:26.904,2024-12-30 18:34:33.439,36.25,100,J+ZRiIffUm,com.sec.android.app.shealth,5864361a-8dba-4eff-81b9-a0f8a574de35,2024-12-30 00:00:00.000,,
8c88de71-67cf-4db0-9779-c1ce3d9042e1.custom.json,,-0.33,2025-03-09 12:28:26.934,2024-12-31 13:39:30.812,36.0,100,J+ZRiIffUm,com.sec.android.app.shealth,8c88de71-67cf-4db0-9779-c1ce3d9042e1,2024-12-31 00:00:00.000,,
48527188-cb0b-4aa5-a289-dd8548a65d09.custom.json,,-0.22,2025-03-09 12:28:26.965,2025-01-01 17:58:14.994,36.11,100,J+ZRiIffUm,com.sec.android.app.shealth,48527188-cb0b-4aa5-a289-dd8548a65d09,2025-01-01 00:00:00.000,,
0c866b67-a4c9-4a3a-a66f-33974a6724b2.custom.json,,-0.26,2025-03-09 12:28:26.996,2025-01-02 17:23:23.189,36.06,100,J+ZRiIffUm,com.sec.android.app.shealth,0c866b67-a4c9-4a3a-a66f-33974a6724b2,2025-01-02 00:00:00.000,,
d5290c5e-8732-4361-a228-c50b278f958f.custom.json,,-0.03,2025-03-09 12:28:27.027,2025-01-03 13:01:37.118,36.3,100,J+ZRiIffUm,com.sec.android.app.shealth,d5290c5e-8732-4361-a228-c50b278f958f,2025-01-03 00:00:00.000,,
d1e292f5-121b-4a5a-bcd3-de6b5d8a4f3f.custom.json,,0.13,2025-03-09 12:28:27.053,2025-01-04 15:31:16.016,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,d1e292f5-121b-4a5a-bcd3-de6b5d8a4f3f,2025-01-04 00:00:00.000,,
abc32caa-4c8e-480d-a09c-a99afaf47f4c.custom.json,,0.09,2025-03-09 12:28:27.101,2025-01-05 15:45:22.193,36.43,100,J+ZRiIffUm,com.sec.android.app.shealth,abc32caa-4c8e-480d-a09c-a99afaf47f4c,2025-01-05 00:00:00.000,,
fbddac4e-99f9-40a9-830f-a1f2fb896dad.custom.json,,0.12,2025-03-09 12:28:27.129,2025-01-06 15:51:01.808,36.46,100,J+ZRiIffUm,com.sec.android.app.shealth,fbddac4e-99f9-40a9-830f-a1f2fb896dad,2025-01-06 00:00:00.000,,
a730ca6c-f22f-4879-9500-f7901b51928c.custom.json,,0.03,2025-03-09 12:28:27.148,2025-01-07 15:32:32.244,36.38,100,J+ZRiIffUm,com.sec.android.app.shealth,a730ca6c-f22f-4879-9500-f7901b51928c,2025-01-07 00:00:00.000,,
2aa7790e-ed63-4829-bf1e-6538420c5b06.custom.json,,0.01,2025-03-09 12:28:27.169,2025-01-08 15:09:10.594,36.36,100,J+ZRiIffUm,com.sec.android.app.shealth,2aa7790e-ed63-4829-bf1e-6538420c5b06,2025-01-08 00:00:00.000,,
0dd08e63-6f15-4b79-a54a-de4d7c973055.custom.json,,-0.19,2025-03-09 12:28:27.199,2025-01-09 15:20:04.887,36.16,100,J+ZRiIffUm,com.sec.android.app.shealth,0dd08e63-6f15-4b79-a54a-de4d7c973055,2025-01-09 00:00:00.000,,
d1d4c530-5021-4650-b491-372ba7e8eb0f.custom.json,,-0.35,2025-03-09 12:28:27.219,2025-01-10 07:01:10.423,36.0,100,J+ZRiIffUm,com.sec.android.app.shealth,d1d4c530-5021-4650-b491-372ba7e8eb0f,2025-01-10 00:00:00.000,,
063ab563-7316-497c-9ee2-d04838f169e6.custom.json,,-0.36,2025-03-09 12:28:27.249,2025-01-11 15:50:17.248,35.99,100,J+ZRiIffUm,com.sec.android.app.shealth,063ab563-7316-497c-9ee2-d04838f169e6,2025-01-11 00:00:00.000,,
14d359fb-70a2-4c95-94a6-c64baba6b6da.custom.json,,-0.3,2025-03-09 12:28:27.279,2025-01-12 19:38:42.251,36.05,100,J+ZRiIffUm,com.sec.android.app.shealth,14d359fb-70a2-4c95-94a6-c64baba6b6da,2025-01-12 00:00:00.000,,
f8df4746-5798-4448-850a-47e06e1ee444.custom.json,,-0.38,2025-03-09 12:28:27.311,2025-01-13 13:07:51.603,35.97,100,J+ZRiIffUm,com.sec.android.app.shealth,f8df4746-5798-4448-850a-47e06e1ee444,2025-01-13 00:00:00.000,,
ade88a0d-59c8-4c63-ad44-dc05bcd56583.custom.json,,-0.22,2025-03-09 12:28:27.352,2025-01-14 16:38:55.760,36.13,100,J+ZRiIffUm,com.sec.android.app.shealth,ade88a0d-59c8-4c63-ad44-dc05bcd56583,2025-01-14 00:00:00.000,,
68b2391e-01c4-44cf-a698-be90f862d6c7.custom.json,,-0.14,2025-03-09 12:28:27.387,2025-01-15 15:50:01.007,36.21,100,J+ZRiIffUm,com.sec.android.app.shealth,68b2391e-01c4-44cf-a698-be90f862d6c7,2025-01-15 00:00:00.000,,
cabfea0f-98d3-4f62-9878-fc88ac971747.custom.json,,0.08,2025-03-09 12:28:27.423,2025-01-16 16:09:51.541,36.43,100,J+ZRiIffUm,com.sec.android.app.shealth,cabfea0f-98d3-4f62-9878-fc88ac971747,2025-01-16 00:00:00.000,,
61f674a7-93eb-4961-aa6e-b84a45afa869.custom.json,,0.21,2025-03-09 12:28:27.464,2025-01-17 17:12:24.173,36.55,100,J+ZRiIffUm,com.sec.android.app.shealth,61f674a7-93eb-4961-aa6e-b84a45afa869,2025-01-17 00:00:00.000,,
c5f47ed7-fd62-4697-9923-6514f4f3323d.custom.json,,0.37,2025-03-09 12:28:27.492,2025-01-18 13:54:53.037,36.72,100,J+ZRiIffUm,com.sec.android.app.shealth,c5f47ed7-fd62-4697-9923-6514f4f3323d,2025-01-18 00:00:00.000,,
5dd7ab0c-c7a0-41cd-b17d-9530734988d1.custom.json,,0.59,2025-03-09 12:28:27.531,2025-01-19 15:48:32.090,36.94,100,J+ZRiIffUm,com.sec.android.app.shealth,5dd7ab0c-c7a0-41cd-b17d-9530734988d1,2025-01-19 00:00:00.000,,
3bd6e920-4059-4466-b511-f6ae19c0cfd3.custom.json,,0.69,2025-03-09 12:28:27.573,2025-01-20 14:59:06.642,37.04,100,J+ZRiIffUm,com.sec.android.app.shealth,3bd6e920-4059-4466-b511-f6ae19c0cfd3,2025-01-20 00:00:00.000,,
5efb527e-11ce-4b2a-be3f-02f5ce9acbf1.custom.json,[2],0.0,2025-01-21 14:53:41.245,2025-01-21 13:44:45.419,-1.0,100,J+ZRiIffUm,com.sec.android.app.shealth,5efb527e-11ce-4b2a-be3f-02f5ce9acbf1,2025-01-21 00:00:00.000,,
373f8484-4b49-401f-9f48-8ce371c46533.custom.json,,0.49,2025-03-09 12:28:27.606,2025-01-22 15:06:10.174,36.85,100,J+ZRiIffUm,com.sec.android.app.shealth,373f8484-4b49-401f-9f48-8ce371c46533,2025-01-22 00:00:00.000,,
f3abc4e7-0700-47c5-89db-70bc751e0882.custom.json,,0.17,2025-01-23 16:46:15.947,2025-01-23 16:46:15.947,36.53,100,J+ZRiIffUm,com.sec.android.app.shealth,f3abc4e7-0700-47c5-89db-70bc751e0882,2025-01-23 00:00:00.000,,
90fbf143-832b-4190-b482-97831ea84cf1.custom.json,,0.17,2025-01-23 16:46:16.224,2025-01-23 16:46:16.224,36.53,100,J+ZRiIffUm,com.sec.android.app.shealth,90fbf143-832b-4190-b482-97831ea84cf1,2025-01-23 00:00:00.000,,
a7ff0263-7d67-49f8-a13a-7c56f50ca924.custom.json,,0.17,2025-03-09 12:28:27.633,2025-01-23 16:46:18.237,36.53,100,J+ZRiIffUm,com.sec.android.app.shealth,a7ff0263-7d67-49f8-a13a-7c56f50ca924,2025-01-23 00:00:00.000,,
