com.samsung.shealth.vitality_score,6293007,3
activity_level,activity_score,create_sh_ver,active_time_scale,activity_balance_short_term_activity,activity_balance_long_term_activity,shr_balance_scale,mvpa_time_optimal_range_max,mvpa_time_optimal_range_min,max_hr,active_time,shrv_balance_scale,main_sleep_wake_up_time,mvpa_impulse_optimal_range_max,mvpa_impulse_optimal_range_min,shr_baseline_max,shr_baseline_min,shr_calculation_index,mvpa_time,modify_sh_ver,sleep_balance,update_time,create_time,total_score,data_version,avg_mid_sleep_time,mvpa_time_range_max,mvpa_time_range_min,mvpa_impulse,shrv_calculation_index,sleep_regularity_scale,stable_hr_time_rate,active_time_optimal_range_max,active_time_optimal_range_min,sleep_timing,shr_score,shr_value,mvpa_impulse_scale,sleep_regularity,sleep_timing_scale,prev_shrv_avg,mvpa_time_scale,deviceuuid,sleep_score,sleep_duration_scale,activity_balance,activity_balance_range_max,activity_balance_range_min,mvpa_impulse_range_max,mvpa_impulse_range_min,pkg_name,sleep_balance_scale,shrv_score,shrv_value,sleep_duration,activity_balance_scale,active_time_range_max,active_time_range_min,shrv_baseline_max,shrv_baseline_min,datauuid,prev_shr_avg,day_time,shrv_penalty,activity_balance_optimal_range_max,activity_balance_optimal_range_min
180003,49.15865,62920010,68.91273,,,81.669586,,,196.0,3013877,98.92549,1739687280000,,,68.29755,64.70294,-1,0,62920010,1.355906,2025-02-16 15:01:49.669,2025-02-16 15:01:49.669,85.39844,1,2.8095238,,,-1.0,-1,94.76234,0.48221344,,,22.033333,81.669586,71.29201,-1.0,0.37361988,80.166664,36.109604,76.37931,J+ZRiIffUm,100.0,98.64285,,,,,,com.sec.android.app.shealth,83.21309,98.92549,36.733418,28474285,,,,45.86319,33.012783,e4450c19-1985-4929-a646-8688957dbc03,71.89216,2025-02-16 00:00:00.000,0,,,
180003,71.564545,62920010,86.5867,,,87.05497,,,196.0,5644057,95.69675,1739771850000,,,68.41255,64.81189,-1,654880,62920010,0.9282219,2025-02-17 14:14:01.696,2025-02-17 14:14:01.696,88.266716,1,2.6714287,,,129.37788,-1,95.77272,0.63819695,,,22.933332,87.05497,69.7196,93.80726,0.30154562,84.666664,36.059753,83.15393,J+ZRiIffUm,92.91829,97.51785,,,,,,com.sec.android.app.shealth,86.98754,95.69675,35.14436,29395714,,,,45.795666,32.96835,e71aaefe-b6f8-4591-9f77-ce912cb0b93b,72.013214,2025-02-17 00:00:00.000,0,,,
180003,66.232285,62920010,88.834114,,,97.55888,,,196.0,5904757,92.297554,1739860050000,,,67.67556,64.113686,-1,31000,62920010,0.9202635,2025-02-18 14:54:23.166,2025-02-18 14:54:23.166,91.93289,1,2.6357143,,,126.06453,-1,95.78064,0.64962727,,,22.633333,97.55888,65.27302,91.18409,0.30098107,83.166664,36.604935,76.700005,J+ZRiIffUm,95.286255,97.25,,,,,,com.sec.android.app.shealth,87.099106,92.297554,41.4061,29460000,,,,46.53457,33.454243,7d972e64-02ec-4b3c-bfd5-8e462bc847d5,71.237434,2025-02-18 00:00:00.000,0,,,
180003,57.27231,62920010,79.83487,,,74.55544,,,196.0,4561267,88.09089,1739942910000,,,66.80037,63.284557,-1,74001,62920010,0.932513,2025-02-19 13:39:11.596,2025-02-19 13:39:11.596,80.66379,1,2.4380953,,,129.37843,-1,95.244865,0.5039548,,,22.1,74.55544,63.07616,93.80769,0.3392,80.5,37.074543,77.14484,J+ZRiIffUm,91.953735,99.94643,,,,,,com.sec.android.app.shealth,86.92739,88.09089,44.88755,28787142,,,,47.17163,33.87263,96a76595-f208-4cc2-a151-f079df28bca8,70.31618,2025-02-19 00:00:00.000,0,,,
180003,45.39189,62920010,62.304943,,,86.20465,,,196.0,2247373,95.12207,1740033030000,,,66.04122,62.565365,-1,0,62920010,0.7998937,2025-02-20 14:37:25.228,2025-02-20 14:37:25.228,84.82062,1,2.3904762,,,-1.0,-1,95.6975,0.6680455,,,22.45,86.20465,67.5,-1.0,0.30691192,82.25,38.33763,76.37931,J+ZRiIffUm,95.50206,97.39287,,,,,,com.sec.android.app.shealth,88.786545,95.12207,41.491356,29425714,,,,48.887783,34.997307,adc1c427-ab35-4935-b556-0d0b3012de67,69.517075,2025-02-20 00:00:00.000,0,,,
180003,64.13153,62920010,82.196365,,,80.80463,,,196.0,4972167,95.91766,1740120780000,,,65.6361,62.181572,-1,504774,62920010,0.7372961,2025-02-21 17:00:38.308,2025-02-21 17:00:38.308,87.01369,1,2.402381,,,130.1524,-1,95.681984,0.53207546,,,22.05,80.80463,68.812675,94.42044,0.30801815,80.25,37.68256,81.60111,J+ZRiIffUm,100.0,98.21429,,,,,,com.sec.android.app.shealth,89.66408,95.91766,36.763477,29228571,,,,47.997265,34.414135,7897ea36-5e1a-4c30-822a-b458f1582278,69.09064,2025-02-21 00:00:00.000,0,,,
180003,58.030865,62920010,79.638145,,,83.073135,,,196.0,4527038,97.9242,1740207150000,,,64.06756,60.695583,-1,191000,62920010,0.56362975,2025-02-22 15:05:15.271,2025-02-22 15:05:15.271,87.64108,1,2.4047618,,,131.91101,-1,95.629425,0.30283913,,,22.95,83.073135,66.40328,95.81272,0.3117682,84.75,39.479187,78.35517,J+ZRiIffUm,99.7347,98.875,,,,,,com.sec.android.app.shealth,92.09865,97.9242,40.84094,28530000,,,,50.442066,36.01298,701fd873-4dfc-4d40-b08c-e8c5bdcecdde,67.43954,2025-02-22 00:00:00.000,0,,,
180003,55.89691,62920010,78.72087,,,77.153885,,,196.0,4367432,95.31923,1740292050000,,,63.608448,60.26063,-1,14097,62920010,0.5294206,2025-02-23 14:37:48.781,2025-02-23 14:37:48.781,83.567215,1,2.4595237,,,126.42555,-1,95.60603,0.72131145,,,22.833334,77.153885,67.90909,91.46991,0.3134366,84.16667,39.765488,76.52514,J+ZRiIffUm,97.8359,97.14285,,,,,,com.sec.android.app.shealth,92.57822,95.31923,38.639202,28114285,,,,50.832344,36.26759,54cf898c-f738-47fe-84ed-6ec50615f1f5,66.95626,2025-02-23 00:00:00.000,0,,,
180003,99.94276,62930070,98.90352,,,88.599304,,,196.0,7327193,97.12307,1740376830000,,,62.78378,59.479366,-1,1657870,62930070,0.4217277,2025-02-24 14:21:53.319,2025-02-24 14:21:53.319,94.37198,1,2.3999999,,,138.79936,-1,95.09108,0.4723093,,,22.033333,88.599304,63.643078,98.733795,0.35016987,80.166664,40.91505,97.79454,J+ZRiIffUm,97.373146,99.178566,,,,,,com.sec.android.app.shealth,94.08794,97.12307,42.903557,28602857,,,,52.401302,37.289463,33fd657c-2069-491d-966a-1fe5fb51050c,66.08819,2025-02-24 00:00:00.000,0,,,
180003,48.477196,62930070,67.7173,,,82.12482,,,196.0,2875207,89.09044,1740465810000,,,62.801643,59.496292,-1,0,62930070,0.7584501,2025-02-25 15:01:46.647,2025-02-25 15:01:46.647,80.40108,1,2.5571427,,,-1.0,-1,92.160965,0.59810555,,,0.56666666,82.12482,65.40467,-1.0,0.5591842,99.333336,42.08666,76.37931,J+ZRiIffUm,84.2924,95.60714,,,,,,com.sec.android.app.shealth,89.36752,89.09044,50.453846,27745714,,,,54.003365,38.33018,4c209e17-e1fc-40c6-a605-edf0fec2fdf1,66.106995,2025-02-25 00:00:00.000,0,,,
180003,59.998413,62930070,82.605385,,,81.0441,,,196.0,5043336,95.34864,1740549420000,,,63.226517,59.898804,-1,131093,62930070,0.7600628,2025-02-26 14:37:20.628,2025-02-26 14:37:20.628,83.70177,1,2.6261902,,,128.28522,-1,93.21239,0.48979592,,,22.6,81.0441,66.20679,92.9422,0.48418298,83.0,42.121292,77.73544,J+ZRiIffUm,90.395096,95.55357,,,,,,com.sec.android.app.shealth,89.34491,95.34864,45.507656,27732857,,,,54.050766,38.360935,7ae88bc3-1d5c-4603-b8b5-c25d4fd20fcf,66.55423,2025-02-26 00:00:00.000,0,,,
180003,52.27934,62930070,68.98361,,,68.29825,,,196.0,3022099,70.00131,1740637920000,,,63.57839,60.23216,-1,365904,62930070,0.8184313,2025-02-27 14:58:39.451,2025-02-27 14:58:39.451,74.76025,1,2.7285712,,,135.49577,-1,92.78807,0.5087282,,,23.85,68.29825,70.09278,98.650764,0.5144511,93.50001,40.73248,80.16452,J+ZRiIffUm,86.56626,92.60714,,,,,,com.sec.android.app.shealth,88.52667,70.00131,32.811886,27025714,,,,52.151917,37.127216,7993c16a-1cf7-4d87-ad09-8d8321213ba6,66.92462,2025-02-27 00:00:00.000,0,,,
180003,56.994415,62930070,77.67764,,,55.926636,,,196.0,4185909,83.34506,1740717480000,,,64.3391,60.952835,-1,298641,62930070,0.70698655,2025-02-28 13:05:21.193,2025-02-28 13:05:21.193,69.72455,1,2.5880952,,,129.64764,-1,90.52681,0.469496,,,22.35,55.926636,74.41791,94.02083,0.6757543,81.75,40.69539,79.468704,J+ZRiIffUm,80.89328,87.14285,,,,,,com.sec.android.app.shealth,90.088974,83.34506,36.5298,25714285,,,,52.101273,37.09425,e4272e61-9754-4947-b3a7-910f36cbb750,67.72537,2025-02-28 00:00:00.000,0,,,
180003,33.95179,62930070,48.830166,,,55.24897,,,196.0,14692967,74.92882,1740812070000,,,65.70442,62.246296,-1,3392861,62930070,0.76676273,2025-03-01 16:06:46.497,2025-03-01 16:06:46.497,67.793724,1,2.5690475,,,138.12703,-1,90.62802,0.83148336,,,22.65,55.24897,76.463554,99.26607,0.66853476,83.25,39.441696,78.522125,J+ZRiIffUm,91.93125,87.85715,,,,,,com.sec.android.app.shealth,89.25099,74.92882,32.807148,25885714,,,,50.39097,35.97963,00b16dd7-ed74-419a-acdd-dcd06c624e79,69.16255,2025-03-01 00:00:00.000,0,,,
180003,35.954582,62930070,87.69531,,,88.62329,,,196.0,8627343,91.15665,1740898800000,,,65.49813,62.05086,-1,3720160,62930070,0.8391936,2025-03-02 15:07:44.214,2025-03-02 15:07:44.214,84.6983,1,2.6047618,,,164.75162,-1,90.5005,0.23732251,,,22.783333,88.62329,66.38907,80.45833,0.6776309,83.916664,39.221935,75.13628,J+ZRiIffUm,99.116974,89.125,,,,,,com.sec.android.app.shealth,88.235596,91.15665,37.157127,26190000,,,,50.091545,35.78416,7ff0516a-5f24-4d7d-90dc-ded544c8ec7e,68.945404,2025-03-02 00:00:00.000,0,,,
180003,95.243996,62930070,94.405426,,,80.94513,,,196.0,7848971,94.05026,1740983460000,,,66.28546,62.796753,-1,1295782,62930070,1.0566292,2025-03-03 14:54:02.496,2025-03-03 14:54:02.496,82.98073,1,2.8785713,,,132.76695,-1,89.259796,0.49190938,,,1.3666667,80.94513,69.44444,96.49037,0.7661341,91.33333,38.407536,92.17593,J+ZRiIffUm,79.121025,83.71429,,,,,,com.sec.android.app.shealth,85.18744,94.05026,37.0429,24737142,,,,48.982883,35.059525,aaa7d2d1-ddd0-4d74-83a9-4675ee01f458,69.77417,2025-03-03 00:00:00.000,0,,,
180003,48.905087,62930070,68.467926,,,89.97429,,,196.0,2962279,94.73361,1741071960000,,,66.51633,63.01547,-1,0,62930070,1.0274974,2025-03-04 15:06:22.123,2025-03-04 15:06:22.123,84.4906,1,2.8428571,,,-1.0,-1,89.69171,0.43721974,,,23.666666,89.97429,67.105804,-1.0,0.73532504,91.666664,37.27146,76.37931,J+ZRiIffUm,88.71974,85.80357,,,,,,com.sec.android.app.shealth,85.59584,94.73361,40.565445,25392857,,,,47.438942,34.04804,7db05d88-f586-4d82-ae4b-37c088fe7706,70.01719,2025-03-04 00:00:00.000,0,,,
180003,49.994106,62930070,70.37833,,,95.64589,,,196.0,3183885,93.34206,1741156020000,,,66.334984,62.84367,-1,0,62930070,1.1521436,2025-03-05 14:48:57.000,2025-03-05 14:48:57.000,90.3278,1,2.8309524,,,-1.0,-1,89.55376,0.45117188,,,21.916666,95.64589,64.87055,-1.0,0.74516577,79.58333,36.697926,76.37931,J+ZRiIffUm,99.50893,88.33928,,,,,,com.sec.android.app.shealth,84.4866,93.34206,40.82636,26001428,,,,46.660675,33.5371,8c3fee65-4b4b-4c7c-83bf-779cf7b9a22f,69.8263,2025-03-05 00:00:00.000,0,,,
180003,81.374626,62930070,97.670044,,,75.91174,,,196.0,6929725,88.45909,1741246950000,,,66.52333,63.022102,-1,782514,62930070,1.7667958,2025-03-06 16:16:36.901,2025-03-06 16:16:36.901,85.4267,1,2.6761906,,,130.46059,-1,89.23287,0.6284438,,,20.516666,75.91174,71.45595,94.66443,0.76805544,67.75,36.90321,84.47429,J+ZRiIffUm,100.0,98.0,,,,,,com.sec.android.app.shealth,80.64503,88.45909,34.4288,28320000,,,,46.939144,33.72,64c7a2fa-abb2-409d-b67d-f5cef5347051,70.02456,2025-03-06 00:00:00.000,0,,,
180003,71.256775,62930070,83.77067,,,88.25692,,,196.0,5246096,94.486855,1741329150000,,,65.43666,61.992626,-1,744028,62930070,2.051465,2025-03-07 14:44:10.786,2025-03-07 14:44:10.786,81.97629,1,3.0666666,,,135.63098,-1,89.38669,0.31351352,,,1.9166667,88.25692,66.41089,98.75781,0.7570828,85.833336,37.517094,84.07616,J+ZRiIffUm,75.80739,94.44643,,,,,,com.sec.android.app.shealth,78.865845,94.486855,41.00175,27467142,,,,47.772484,34.266796,c1525a69-8413-4864-b9b6-dfd6c32c267c,68.8807,2025-03-07 00:00:00.000,0,,,
180003,57.55629,62930070,80.78151,,,82.8797,,,196.0,9674017,92.41657,1741417440000,,,64.08227,60.709515,-1,2158844,62930070,2.0541182,2025-03-08 15:27:26.090,2025-03-08 15:17:07.240,81.0498,1,3.1785715,,,160.78107,-1,89.31294,0.27722773,,,0.05,82.8797,66.483765,82.553986,0.76234347,89.5,39.164,94.43174,J+ZRiIffUm,81.23518,91.17856,,,,,,com.sec.android.app.shealth,78.84926,92.41657,44.317375,26682857,,,,50.012615,35.732624,744fc3b4-e1ca-4951-8959-e87083a7d946,67.45502,2025-03-08 00:00:00.000,0,,,
180003,83.15732,62930070,95.74941,,,77.98076,,,196.0,7693068,97.364746,1741497480000,,,64.35934,60.972004,-1,501161,62930070,2.1620734,2025-03-09 12:28:20.309,2025-03-09 12:28:20.309,76.76257,1,3.1571429,,,128.76086,-1,89.172195,0.9805195,,,0.16666667,77.98076,68.43066,93.31877,0.77238315,88.33333,39.793987,81.563736,J+ZRiIffUm,62.942917,84.71429,,,,,,com.sec.android.app.shealth,78.174545,97.364746,41.548447,25097142,,,,50.8712,36.292934,7753e23c-efb2-464b-9c8d-12268be10391,67.74667,2025-03-09 00:00:00.000,0,,,
